trial, progress in trial, Presented Person, Smpled-Stim, SmpledStim-Location, FalseStim, FalseStim-Location, Pressed Key, Reaction Time
1,1,m2,v2,4,c1,-4,['right'],3307
2,1,w1,c1,-4,v1,4,['right'],2885
3,1,m1,c1,4,v2,-4,['right'],2231
3,2,m2,v2,4,v1,-4,['right'],1511
3,3,m1,v1,4,v2,-4,None,8000
4,1,w2,v1,-4,v2,4,['left'],1232
4,2,w1,c1,-4,c2,4,['right'],3576
5,1,m2,c2,-4,v1,4,['left'],1082
5,2,m1,v1,4,v2,-4,['right'],1016
5,3,w2,v1,4,v2,-4,['right'],1073
5,4,m2,v2,4,c1,-4,['right'],1983
5,5,w1,v2,4,c2,-4,['right'],1862
5,6,m1,c1,-4,c2,4,['left'],2910
6,1,w2,c2,-4,c1,4,['left'],1551
6,2,w2,v1,4,c1,-4,['right'],587
6,3,m1,c1,4,c2,-4,['right'],933
6,4,w1,c1,-4,v1,4,['left'],1096
6,5,w2,v1,-4,v2,4,['left'],1454
6,6,m1,c1,4,v2,-4,['right'],997
6,7,w1,c1,-4,c2,4,['right'],1334
7,1,w1,c1,-4,c2,4,['left'],649
7,2,w2,v1,-4,c1,4,['left'],632
7,3,w2,c2,-4,c1,4,['right'],1152
8,1,w1,c1,-4,c2,4,['left'],967
8,2,m2,v2,4,c1,-4,['right'],1009
8,3,m2,v2,4,v1,-4,['right'],1003
8,4,m1,c1,-4,v2,4,['left'],1187
8,5,w1,v2,-4,v1,4,['left'],1198
8,6,w1,c1,4,v1,-4,['right'],1191
8,7,m2,c2,4,v1,-4,['right'],1705
8,8,m2,c2,4,c1,-4,['right'],2278
8,9,w2,c2,-4,c1,4,['left'],2181
8,10,w1,v2,-4,v1,4,['left'],1599
8,11,w2,v1,4,c1,-4,['right'],742
8,12,m1,v1,-4,c2,4,['left'],714
8,13,m1,c1,4,c2,-4,['right'],2351
8,14,w2,v1,-4,v2,4,['left'],842
8,15,w2,c2,-4,v2,4,['left'],1274
8,16,m1,v1,-4,c2,4,['left'],832
