trial, progress in trial, Presented Person, Smpled-Stim, SmpledStim-Location, FalseStim, FalseStim-Location, Pressed Key, Reaction Time
1,1,m1,v1,4,v2,-4,['left'],1924
2,1,m2,v2,-4,v1,4,['right'],1284
3,1,m1,c1,-4,c2,4,['right'],281
4,1,w2,c2,-4,v2,4,['left'],259
4,2,w1,c1,4,v1,-4,['right'],1810
4,3,m1,c1,-4,c2,4,['left'],1818
4,4,m1,c1,-4,v2,4,['right'],4259
5,1,w1,c1,-4,v1,4,['right'],2410
6,1,m2,c2,-4,c1,4,['left'],1553
6,2,m2,v2,4,c1,-4,['right'],3724
7,1,m1,c1,4,v2,-4,['right'],1875
7,2,w2,c2,-4,v2,4,['left'],1194
7,3,m2,v2,4,v1,-4,['left'],1651
8,1,m2,c2,-4,v1,4,['left'],995
8,2,w1,v2,-4,v1,4,['left'],1580
8,3,w1,v2,-4,v1,4,['left'],886
8,4,m1,v1,-4,c2,4,['left'],1643
8,5,m1,c1,4,c2,-4,['right'],1731
8,6,m1,v1,4,v2,-4,['right'],1183
8,7,w2,c2,-4,c1,4,['left'],929
8,8,m2,c2,4,c1,-4,['right'],1053
8,9,m1,c1,-4,c2,4,['left'],2388
8,10,w2,v1,-4,v2,4,['left'],4030
9,1,w1,v2,4,c2,-4,['right'],1514
9,2,w2,v1,4,c1,-4,['left'],1735
10,1,m1,c1,-4,v2,4,['left'],1479
10,2,w2,c2,4,v2,-4,['right'],1325
10,3,m2,v2,4,c1,-4,['right'],1466
10,4,m2,v2,-4,v1,4,['left'],1675
10,5,m1,v1,-4,v2,4,['left'],1772
10,6,w2,v1,-4,v2,4,['right'],1487
11,1,w2,v1,4,v2,-4,['right'],922
11,2,w2,c2,4,v2,-4,['right'],934
11,3,w1,c1,-4,v1,4,['left'],2154
11,4,w1,c1,4,v1,-4,['right'],1246
11,5,w2,v1,-4,c1,4,['left'],1269
11,6,m1,v1,-4,v2,4,['left'],980
11,7,w1,v2,-4,c2,4,['left'],1133
11,8,w2,c2,-4,c1,4,['left'],1169
11,9,m2,v2,-4,v1,4,['left'],2068
11,10,m2,v2,4,c1,-4,['right'],1547
11,11,w1,v2,-4,c2,4,['left'],1686
11,12,m2,c2,4,v1,-4,['right'],1060
11,13,m1,c1,-4,v2,4,['left'],1283
11,14,m1,c1,4,c2,-4,['right'],2001
11,15,m1,v1,-4,c2,4,['left'],2274
11,16,m2,c2,-4,v1,4,['left'],889
