trial, progress in trial, Presented Person, Smpled-Stim, SmpledStim-Location, FalseStim, FalseStim-Location, Pressed Key, Reaction Time
1,1,w2,c2,-4,c1,4,['right'],4607
2,1,m2,v2,-4,c1,4,['left'],2300
2,2,w2,c2,4,c1,-4,['right'],1089
2,3,w1,v2,4,c2,-4,['right'],1294
2,4,m2,c2,-4,c1,4,['left'],1475
2,5,m1,v1,4,c2,-4,['right'],1129
2,6,m2,v2,4,v1,-4,['right'],1213
2,7,w2,v1,4,v2,-4,['right'],1029
2,8,w1,c1,-4,c2,4,['right'],2642
3,1,m2,v2,4,v1,-4,['right'],1238
3,2,w2,v1,-4,c1,4,['left'],966
3,3,w1,v2,-4,v1,4,['left'],1032
3,4,w1,c1,4,c2,-4,['right'],1328
3,5,w1,c1,4,c2,-4,['right'],740
3,6,w2,v1,-4,v2,4,['left'],888
3,7,w2,c2,4,c1,-4,['right'],1213
3,8,m2,v2,4,c1,-4,['right'],958
3,9,m2,c2,4,v1,-4,['right'],753
3,10,w2,c2,-4,v2,4,['left'],1404
3,11,m1,v1,-4,v2,4,['left'],837
3,12,m1,c1,-4,c2,4,['left'],669
3,13,m1,v1,-4,v2,4,['left'],747
3,14,w1,v2,-4,c2,4,['right'],980
4,1,w2,v1,4,c1,-4,['right'],1381
4,2,m1,v1,4,v2,-4,['right'],871
4,3,w1,c1,4,v1,-4,['right'],1453
4,4,w1,v2,-4,c2,4,['left'],956
4,5,m1,v1,4,v2,-4,['right'],1024
4,6,m2,c2,-4,v1,4,['left'],1040
4,7,w2,v1,-4,c1,4,['left'],776
4,8,w1,c1,4,v1,-4,['right'],1107
4,9,w2,c2,4,c1,-4,['right'],936
4,10,w2,c2,-4,c1,4,['left'],1180
4,11,w1,v2,-4,v1,4,['left'],1206
4,12,m1,c1,4,c2,-4,['right'],1151
4,13,m2,v2,4,c1,-4,['right'],914
4,14,m2,v2,-4,v1,4,['left'],991
4,15,m1,c1,4,v2,-4,['right'],984
4,16,m2,c2,4,v1,-4,['right'],1282
