trial, progress in trial, Presented Person, Smpled-Stim, SmpledStim-Location, FalseStim, FalseStim-Location, Pressed Key, Reaction Time
1,1,m1,c1,-4,c2,4,['left'],3011
2,1,m1,c1,-4,c2,4,['left'],628
2,2,m1,v1,-4,v2,4,['left'],1147
2,3,m2,v2,4,c1,-4,['right'],2486
2,4,w1,v2,4,c2,-4,['left'],2709
3,1,w2,v1,-4,c1,4,['left'],1775
3,2,w2,c2,4,c1,-4,['right'],1106
3,3,m1,c1,4,v2,-4,['right'],959
3,4,m2,c2,4,v1,-4,['right'],1786
3,5,w1,v2,4,v1,-4,['right'],940
3,6,w2,c2,-4,c1,4,['left'],1728
3,7,m1,v1,4,c2,-4,['right'],932
3,8,w2,v1,-4,c1,4,['right'],1288
4,1,m1,c1,-4,c2,4,['left'],1107
4,2,w1,c1,4,v1,-4,['right'],2640
5,1,m1,c1,4,c2,-4,['right'],732
5,2,m2,v2,4,v1,-4,['right'],1455
5,3,w2,c2,4,v2,-4,['right'],1623
5,4,m1,v1,-4,v2,4,['left'],1464
5,5,w1,v2,4,v1,-4,['right'],1182
5,6,m2,v2,-4,c1,4,['left'],1744
5,7,w2,v1,-4,c1,4,['left'],1699
5,8,w1,v2,4,c2,-4,['right'],1001
5,9,m1,c1,-4,c2,4,['left'],810
5,10,m2,c2,-4,c1,4,['left'],2219
5,11,w1,c1,4,v1,-4,['left'],1155
6,1,w1,c1,4,v1,-4,['right'],2167
6,2,m1,c1,4,v2,-4,['right'],738
6,3,m2,c2,-4,c1,4,['left'],1757
6,4,m2,v2,-4,v1,4,['left'],665
6,5,m1,v1,-4,c2,4,['left'],1335
6,6,w1,v2,4,v1,-4,['right'],779
6,7,w2,v1,4,v2,-4,['right'],973
6,8,m2,v2,4,v1,-4,['right'],1767
6,9,m1,c1,4,v2,-4,['right'],866
6,10,w1,v2,-4,v1,4,['left'],737
6,11,w2,c2,-4,c1,4,['left'],1300
6,12,w2,v1,4,v2,-4,['right'],1330
6,13,m1,v1,4,v2,-4,['right'],1126
6,14,w1,c1,4,c2,-4,['right'],2138
6,15,w2,c2,-4,v2,4,['left'],1022
6,16,m2,c2,-4,v1,4,['left'],1367
