trial, progress in trial, Presented Person, Smpled-Stim, SmpledStim-Location, FalseStim, FalseStim-Location, Pressed Key, Reaction Time
1,1,w1,v2,-4,v1,4,['left'],2436
1,2,w2,c2,-4,v2,4,['left'],1844
1,3,w1,c1,-4,c2,4,['left'],1063
1,4,w2,v1,-4,v2,4,['left'],1439
1,5,w2,c2,-4,c1,4,['right'],1575
2,1,w1,c1,4,v1,-4,['right'],1424
2,2,w1,v2,4,v1,-4,['right'],1275
2,3,m2,v2,-4,c1,4,['left'],2247
2,4,m2,c2,-4,v1,4,['left'],1198
2,5,m1,c1,4,c2,-4,['right'],1073
2,6,w1,v2,-4,v1,4,['left'],1551
2,7,m2,c2,4,c1,-4,['right'],2080
2,8,m2,v2,4,c1,-4,['right'],1152
2,9,w1,c1,4,v1,-4,['right'],1858
2,10,m1,v1,4,c2,-4,['right'],1862
2,11,w2,c2,-4,v2,4,['left'],3208
3,1,m1,v1,4,c2,-4,['right'],1776
3,2,w1,v2,4,c2,-4,['right'],1091
3,3,m1,c1,4,c2,-4,['right'],2018
3,4,w1,v2,4,v1,-4,['right'],893
3,5,m1,c1,-4,v2,4,['left'],1167
3,6,m1,v1,4,c2,-4,['right'],1104
3,7,w2,v1,4,c1,-4,['right'],1999
3,8,w2,c2,4,c1,-4,['right'],1062
3,9,w1,c1,-4,c2,4,['left'],989
3,10,m2,v2,-4,c1,4,['left'],1724
3,11,w2,v1,4,c1,-4,['right'],1142
3,12,m2,c2,4,c1,-4,['right'],1330
3,13,w2,c2,4,c1,-4,['right'],1159
3,14,m2,v2,4,c1,-4,['right'],1098
3,15,w1,c1,-4,c2,4,['left'],1452
3,16,m2,c2,4,v1,-4,['right'],1408
