trial, progress in trial, Presented Person, Smpled-Stim, SmpledStim-Location, FalseStim, FalseStim-Location, Pressed Key, Reaction Time
1,1,w1,c1,4,c2,-4,['right'],1829
1,2,m1,v1,-4,v2,4,['left'],844
1,3,m1,c1,4,v2,-4,['right'],2563
2,1,w2,v1,4,c1,-4,['right'],813
2,2,m2,v2,-4,v1,4,['left'],885
2,3,m1,c1,4,v2,-4,['left'],851
3,1,w1,c1,-4,c2,4,['left'],1574
3,2,w2,v1,4,c1,-4,['right'],689
3,3,m2,v2,-4,c1,4,['left'],1455
3,4,m2,c2,-4,v1,4,['left'],718
3,5,m2,v2,-4,c1,4,['left'],1971
3,6,m1,c1,4,v2,-4,['right'],1349
3,7,w1,v2,4,v1,-4,['right'],1089
3,8,w2,c2,4,c1,-4,['right'],1391
3,9,m2,c2,4,v1,-4,['right'],1040
3,10,m1,v1,4,v2,-4,['left'],840
4,1,w1,c1,-4,v1,4,['right'],1440
5,1,w2,c2,4,c1,-4,['right'],1217
5,2,w1,c1,4,v1,-4,['right'],2042
5,3,m1,v1,4,v2,-4,['right'],1418
5,4,w2,v1,-4,c1,4,['left'],970
5,5,m2,c2,-4,v1,4,['left'],1093
5,6,w2,c2,4,v2,-4,['right'],1338
5,7,m1,c1,4,c2,-4,['right'],1270
5,8,m2,c2,4,v1,-4,['right'],1156
5,9,m1,c1,-4,c2,4,['left'],1192
5,10,w1,v2,4,c2,-4,['right'],1570
5,11,m2,v2,-4,v1,4,['left'],1293
5,12,w1,v2,4,v1,-4,['right'],779
5,13,w2,v1,-4,v2,4,['left'],956
5,14,m1,v1,-4,c2,4,['left'],1727
5,15,m2,v2,4,c1,-4,['right'],1924
5,16,w1,c1,-4,c2,4,['right'],2640
